Id,WnvPresent
82,3.3095031367690455e-05
83,0.00010779560014830206
84,9.2128515932001e-07
85,9.2128515932001e-07
86,9.2128515932001e-07
87,9.2128515932001e-07
88,9.2128515932001e-07
89,0.00010347715263431756
90,4.3166524480630956e-05
91,0.000140596803792962
92,1.2016627915676975e-06
93,1.2016627915676975e-06
94,1.2016627915676975e-06
95,1.2016627915676975e-06
96,1.2016627915676975e-06
97,0.00010828035912031729
98,4.517035635642625e-05
99,0.00014712277816479423
100,1.2574475919116986e-06
101,1.2574475919116986e-06
102,1.2574475919116986e-06
103,1.2574475919116986e-06
104,1.2574475919116986e-06
105,6.313806395471315e-05
106,2.6338052701841115e-05
107,8.57883912943141e-05
108,7.331824953669897e-07
109,7.331824953669897e-07
110,7.331824953669897e-07
111,7.331824953669897e-07
112,7.331824953669897e-07
113,0.00014235062302031428
114,5.938432530250767e-05
115,0.00019341239092871362
116,1.6531573974906623e-06
117,1.6531573974906623e-06
118,1.6531573974906623e-06
119,1.6531573974906623e-06
120,1.6531573974906623e-06
121,7.981893634941149e-05
122,3.329680483119249e-05
123,0.0001084527579141385
124,9.26902223491193e-07
125,9.26902223491193e-07
126,9.26902223491193e-07
127,9.26902223491193e-07
128,9.26902223491193e-07
129,0.00013350479808542967
130,5.569383056370726e-05
131,0.00018139410699211282
132,1.5504148136109994e-06
133,1.5504148136109994e-06
134,1.5504148136109994e-06
135,1.5504148136109994e-06
136,1.5504148136109994e-06
137,9.366946919938331e-05
138,3.9074928299050915e-05
139,0.00012727132498387852
140,1.0877572657412848e-06
141,1.0877572657412848e-06
142,1.0877572657412848e-06
143,1.0877572657412848e-06
144,1.0877572657412848e-06
145,0.00015895990464843138
146,6.63138515421293e-05
147,0.00021597820487534436
148,1.8460759171782566e-06
149,1.8460759171782566e-06
150,1.8460759171782566e-06
151,1.8460759171782566e-06
152,1.8460759171782566e-06
153,0.00018453998097494212
154,7.69863281397973e-05
155,0.000250731454254071
156,2.143203534610906e-06
157,2.143203534610906e-06
158,2.143203534610906e-06
159,2.143203534610906e-06
160,2.143203534610906e-06
161,0.00015212521265234799
162,6.346234667633954e-05
163,0.0002066924422166234
164,1.7666894974423188e-06
165,1.7666894974423188e-06
166,1.7666894974423188e-06
167,1.7666894974423188e-06
168,1.7666894974423188e-06
169,9.179532546293771e-05
170,3.829307321662073e-05
171,0.00012472495738584665
172,1.0659913855370863e-06
173,1.0659913855370863e-06
174,1.0659913855370863e-06
175,1.0659913855370863e-06
176,1.0659913855370863e-06
177,0.00011594838211409099
178,4.8369373646979145e-05
179,0.00015754104725084712
180,1.3465056839029358e-06
181,1.3465056839029358e-06
182,1.3465056839029358e-06
183,1.3465056839029358e-06
184,1.3465056839029358e-06
185,8.379307960570604e-05
186,3.495471636908706e-05
187,0.00011385240190020237
188,9.730560247584326e-07
189,9.730560247584326e-07
190,9.730560247584326e-07
191,9.730560247584326e-07
192,9.730560247584326e-07
193,0.00015450079125744616
194,6.445346029899015e-05
195,0.00020991996064834118
196,1.7942822330136562e-06
197,1.7942822330136562e-06
198,1.7942822330136562e-06
199,1.7942822330136562e-06
200,1.7942822330136562e-06
201,9.839780874355467e-05
202,4.104750407319939e-05
203,0.000133695625241171
204,1.1426714869727076e-06
205,1.1426714869727076e-06
206,1.1426714869727076e-06
207,1.1426714869727076e-06
208,1.1426714869727076e-06
209,9.498612885761754e-05
210,3.962421325530255e-05
211,0.00012906024628602086
212,1.1030487005565918e-06
213,1.1030487005565918e-06
214,1.1030487005565918e-06
215,1.1030487005565918e-06
216,1.1030487005565918e-06
217,8.643594253448023e-05
218,3.605725584996291e-05
219,0.00011744323497333856
220,1.0037491730299147e-06
221,1.0037491730299147e-06
222,1.0037491730299147e-06
223,1.0037491730299147e-06
224,1.0037491730299147e-06
225,7.047397171635585e-05
226,2.939835341528937e-05
227,9.575575130328932e-05
228,8.183756972914261e-07
229,8.183756972914261e-07
230,8.183756972914261e-07
231,8.183756972914261e-07
232,8.183756972914261e-07
233,0.00015065982878179562
234,6.285097618259127e-05
235,0.00020470153357704307
236,1.7496688877941741e-06
237,1.7496688877941741e-06
238,1.7496688877941741e-06
239,1.7496688877941741e-06
240,1.7496688877941741e-06
241,0.00012423006725359144
242,5.182443635230119e-05
243,0.00016879301280098
244,1.4426924984379275e-06
245,1.4426924984379275e-06
246,1.4426924984379275e-06
247,1.4426924984379275e-06
248,1.4426924984379275e-06
249,0.00013689004200387005
250,5.7106156174504676e-05
251,0.00018599344087088382
252,1.5897335693364823e-06
253,1.5897335693364823e-06
254,1.5897335693364823e-06
255,1.5897335693364823e-06
256,1.5897335693364823e-06
257,7.050049094416742e-05
258,2.9409416416994344e-05
259,9.579178310755401e-05
260,8.186836720431355e-07
261,8.186836720431355e-07
262,8.186836720431355e-07
263,8.186836720431355e-07
264,8.186836720431355e-07
265,9.277745325298924e-05
266,3.870279696942187e-05
267,0.0001260593583356822
268,1.0773975848370356e-06
269,1.0773975848370356e-06
270,1.0773975848370356e-06
271,1.0773975848370356e-06
272,1.0773975848370356e-06
273,9.466495722857988e-05
274,3.9490226582687755e-05
275,0.00012862387644660227
276,1.099318670679896e-06
277,1.099318670679896e-06
278,1.099318670679896e-06
279,1.099318670679896e-06
280,1.099318670679896e-06
281,7.40914825342785e-05
282,3.090747021159846e-05
283,0.00010067087457597552
284,8.603869488420862e-07
285,8.603869488420862e-07
286,8.603869488420862e-07
287,8.603869488420862e-07
288,8.603869488420862e-07
289,7.609202281565037e-05
290,3.174203822777923e-05
291,0.00010338900944027546
292,8.836199595919663e-07
293,8.836199595919663e-07
294,8.836199595919663e-07
295,8.836199595919663e-07
296,8.836199595919663e-07
297,0.00016199129755277433
298,6.757858758800367e-05
299,0.00022009670727734731
300,1.8812865421369932e-06
301,1.8812865421369932e-06
302,1.8812865421369932e-06
303,1.8812865421369932e-06
304,1.8812865421369932e-06
305,0.00011459728141366509
306,4.780570679041618e-05
307,0.0001557053591248769
308,1.3308136076118667e-06
309,1.3308136076118667e-06
310,1.3308136076118667e-06
311,1.3308136076118667e-06
312,1.3308136076118667e-06
313,0.00012598738556516396
314,5.255758188821155e-05
315,0.0001711805961918671
316,1.4631029010399665e-06
317,1.4631029010399665e-06
318,1.4631029010399665e-06
319,1.4631029010399665e-06
320,1.4631029010399665e-06
321,0.0001347635484930486
322,5.62189812699702e-05
323,0.00018310429921189467
324,1.5650348519159668e-06
325,1.5650348519159668e-06
326,1.5650348519159668e-06
327,1.5650348519159668e-06
328,1.5650348519159668e-06
329,7.87899931094045e-05
330,3.286755712053e-05
331,0.00010705473655656025
332,9.149526273398397e-07
333,9.149526273398397e-07
334,9.149526273398397e-07
335,9.149526273398397e-07
336,9.149526273398397e-07
337,0.0001086129858944134
338,4.53091241004316e-05
339,0.00014757470747698586
340,1.261310763823566e-06
341,1.261310763823566e-06
342,1.261310763823566e-06
343,1.261310763823566e-06
344,1.261310763823566e-06
345,8.714545069542835e-05
346,3.635324633797948e-05
347,0.00011840723589752305
348,1.0119891430676853e-06
349,1.0119891430676853e-06
350,1.0119891430676853e-06
351,1.0119891430676853e-06
352,1.0119891430676853e-06
353,0.00010969812635686196
354,4.576183154936289e-05
355,0.00014904905221282085
356,1.273913748178562e-06
357,1.273913748178562e-06
358,1.273913748178562e-06
359,1.273913748178562e-06
360,1.273913748178562e-06
361,0.00012229989287099562
362,5.1019177748264906e-05
363,0.00016617057475793844
364,1.4202745378556886e-06
365,1.4202745378556886e-06
366,1.4202745378556886e-06
367,1.4202745378556886e-06
368,1.4202745378556886e-06
369,0.00014508558209258478
370,6.052536305507455e-05
371,0.000197128197918533
372,1.6849237935923939e-06
373,1.6849237935923939e-06
374,1.6849237935923939e-06
375,1.6849237935923939e-06
376,1.6849237935923939e-06
377,0.00012847814755081666
378,5.359671949954657e-05
379,0.00017456466886964274
380,1.4920320188095093e-06
381,1.4920320188095093e-06
382,1.4920320188095093e-06
383,1.4920320188095093e-06
384,1.4920320188095093e-06
385,0.0001119622957694613
386,4.6706417430491414e-05
387,0.00015212530119522991
388,1.3002102389516408e-06
389,1.3002102389516408e-06
390,1.3002102389516408e-06
391,1.3002102389516408e-06
392,1.3002102389516408e-06
393,9.870838502272997e-05
394,4.11770711311532e-05
395,0.00013411759824980484
396,1.1462784909312679e-06
397,1.1462784909312679e-06
398,1.1462784909312679e-06
399,1.1462784909312679e-06
400,1.1462784909312679e-06
401,0.00015663152328677032
402,6.534242397429987e-05
403,0.00021281481993240802
404,1.8190311456511082e-06
405,1.8190311456511082e-06
406,1.8190311456511082e-06
407,1.8190311456511082e-06
408,1.8190311456511082e-06
409,0.00011579071293594224
410,4.830359546196232e-05
411,0.00015732682834462746
412,1.3446744660741945e-06
413,1.3446744660741945e-06
414,1.3446744660741945e-06
415,1.3446744660741945e-06
416,1.3446744660741945e-06
417,0.00010124441636678646
418,4.223506134926988e-05
419,0.00013756324350708307
420,1.1757318054626427e-06
421,1.1757318054626427e-06
422,1.1757318054626427e-06
423,1.1757318054626427e-06
424,1.1757318054626427e-06
425,0.00010055082401611822
426,4.1945705812647036e-05
427,0.00013662087675776345
428,1.167676451212485e-06
429,1.167676451212485e-06
430,1.167676451212485e-06
431,1.167676451212485e-06
432,1.167676451212485e-06
433,8.437291474105353e-05
434,3.5196609489382846e-05
435,0.00011464021904324722
436,9.797899833365106e-07
437,9.797899833365106e-07
438,9.797899833365106e-07
439,9.797899833365106e-07
440,9.797899833365106e-07
441,9.42608214435755e-05
442,3.932162891923119e-05
443,0.00012807478462917358
444,1.0946251132941962e-06
445,1.0946251132941962e-06
446,1.0946251132941962e-06
447,1.0946251132941962e-06
448,1.0946251132941962e-06
449,0.00010044171278701041
450,4.190018638982283e-05
451,0.00013647262999033548
452,1.1664092386994148e-06
453,1.1664092386994148e-06
454,1.1664092386994148e-06
455,1.1664092386994148e-06
456,1.1664092386994148e-06
457,0.0001086740551228382
458,4.533460142715748e-05
459,0.0001476576802640531
460,1.2620200302991337e-06
461,1.2620200302991337e-06
462,1.2620200302991337e-06
463,1.2620200302991337e-06
464,1.2620200302991337e-06
465,7.948060949324729e-05
466,3.315566382236038e-05
467,0.00010799307458547852
468,9.229730737567918e-07
469,9.229730737567918e-07
470,9.229730737567918e-07
471,9.229730737567918e-07
472,9.229730737567918e-07
473,0.00014837064468350576
474,6.189591138520301e-05
475,0.0002015913843326402
476,1.7230798382490078e-06
477,1.7230798382490078e-06
478,1.7230798382490078e-06
479,1.7230798382490078e-06
480,1.7230798382490078e-06
481,0.00014193375111596097
482,5.9210404708317264e-05
483,0.0001928460141579284
484,1.648315468807957e-06
485,1.648315468807957e-06
486,1.648315468807957e-06
487,1.648315468807957e-06
488,1.648315468807957e-06
489,7.056123394615748e-05
490,2.9434756520165407e-05
491,9.587431491825328e-05
492,8.193890965261745e-07
493,8.193890965261745e-07
494,8.193890965261745e-07
495,8.193890965261745e-07
496,8.193890965261745e-07
497,0.00010749460849816718
498,4.484255120483765e-05
499,0.00014605520360870135
500,1.2483217890183166e-06
501,1.2483217890183166e-06
502,1.2483217890183166e-06
503,1.2483217890183166e-06
504,1.2483217890183166e-06
505,7.585105284113498e-05
506,3.164151236397895e-05
507,0.00010306160364814833
508,8.80821481701933e-07
509,8.80821481701933e-07
510,8.80821481701933e-07
511,8.80821481701933e-07
512,8.80821481701933e-07
513,0.0001527256478587679
514,6.371285360359452e-05
515,0.00020750820850015333
516,1.773663638718918e-06
517,1.773663638718918e-06
518,1.773663638718918e-06
519,1.773663638718918e-06
520,1.773663638718918e-06
521,9.23640605851527e-05
522,3.853033789320703e-05
523,0.0001254976886001867
524,1.0725965377054204e-06
525,1.0725965377054204e-06
526,1.0725965377054204e-06
527,1.0725965377054204e-06
528,1.0725965377054204e-06
529,0.0001384912597261649
530,5.777418702409935e-05
531,0.00018816891830184364
532,1.608331401675098e-06
533,1.608331401675098e-06
534,1.608331401675098e-06
535,1.608331401675098e-06
536,1.608331401675098e-06
537,0.00013587878250522747
538,5.668425757578666e-05
539,0.00018461950261912968
540,1.577988017326129e-06
541,1.577988017326129e-06
542,1.577988017326129e-06
543,1.577988017326129e-06
544,1.577988017326129e-06
545,0.00010324628031568445
546,4.30702079980603e-05
547,0.0001402831238460268
548,1.1989814364877098e-06
549,1.1989814364877098e-06
550,1.1989814364877098e-06
551,1.1989814364877098e-06
552,1.1989814364877098e-06
553,0.00012830775911304318
554,5.3525633914200286e-05
555,0.00017433317088621323
556,1.4900530266306137e-06
557,1.4900530266306137e-06
558,1.4900530266306137e-06
559,1.4900530266306137e-06
560,1.4900530266306137e-06
561,0.00011681526144630696
562,4.873102824444386e-05
563,0.00015871884164474524
564,1.356573894537853e-06
565,1.356573894537853e-06
566,1.356573894537853e-06
567,1.356573894537853e-06
568,1.356573894537853e-06
569,9.507241407467127e-05
570,3.966020980926135e-05
571,0.00012917748036712183
572,1.1040508020439491e-06
573,1.1040508020439491e-06
574,1.1040508020439491e-06
575,1.1040508020439491e-06
576,1.1040508020439491e-06
577,0.00012399396189053977
578,5.172593433895083e-05
579,0.000168472227634879
580,1.4399502541963966e-06
581,1.4399502541963966e-06
582,1.4399502541963966e-06
583,1.4399502541963966e-06
584,1.4399502541963966e-06
585,0.00011137760110828251
586,4.646248918937683e-05
587,0.0001513308971799133
588,1.2934194735597975e-06
589,1.2934194735597975e-06
590,1.2934194735597975e-06
591,1.2934194735597975e-06
592,1.2934194735597975e-06
593,9.702418405031534e-05
594,4.0474452145390755e-05
595,0.00013182931112243646
596,1.1267183643752842e-06
597,1.1267183643752842e-06
598,1.1267183643752842e-06
599,1.1267183643752842e-06
600,1.1267183643752842e-06
601,0.00010027316542761119
602,4.182987119550771e-05
603,0.00013624362877861091
604,1.1644517383944407e-06
605,1.1644517383944407e-06
606,1.1644517383944407e-06
607,1.1644517383944407e-06
608,1.1644517383944407e-06
609,0.00011857970557001191
610,4.946714027797446e-05
611,0.00016111611927984446
612,1.3770667597364548e-06
613,1.3770667597364548e-06
614,1.3770667597364548e-06
615,1.3770667597364548e-06
616,1.3770667597364548e-06
617,0.00015028994118769165
618,6.269665612785471e-05
619,0.00020419899434044017
620,1.7453726067598476e-06
621,1.7453726067598476e-06
622,1.7453726067598476e-06
623,1.7453726067598476e-06
624,1.7453726067598476e-06
625,0.00011750821461127035
626,4.9020122604507853e-05
627,0.00015966032896123008
628,1.364622084087684e-06
629,1.364622084087684e-06
630,1.364622084087684e-06
631,1.364622084087684e-06
632,1.364622084087684e-06
633,0.00014859570365632446
634,6.198980756586004e-05
635,0.00020189715594494368
636,1.725693910211601e-06
637,1.725693910211601e-06
638,1.725693910211601e-06
639,1.725693910211601e-06
640,1.725693910211601e-06
641,0.00010405104821359696
642,4.340594525578527e-05
643,0.00014137653989967894
644,1.2083280299996205e-06
645,1.2083280299996205e-06
646,1.2083280299996205e-06
647,1.2083280299996205e-06
648,1.2083280299996205e-06
649,0.00018543879996535967
650,7.736133768172822e-05
651,0.0002519525836750004
652,2.153644118620279e-06
653,2.153644118620279e-06
654,2.153644118620279e-06
655,2.153644118620279e-06
656,2.153644118620279e-06
657,0.00016951669113009836
658,7.071829774320926e-05
659,0.00023032079736469893
660,1.9686973742309625e-06
661,1.9686973742309625e-06
662,1.9686973742309625e-06
663,1.9686973742309625e-06
664,1.9686973742309625e-06
665,6.927363319914398e-05
666,2.8897609665868433e-05
667,9.412484478339947e-05
668,8.044358680049e-07
669,8.044358680049e-07
670,8.044358680049e-07
671,8.044358680049e-07
672,8.044358680049e-07
673,9.125006590983878e-05
674,3.806560221568854e-05
675,0.00012398412175159288
676,1.0596588799243107e-06
677,1.0596588799243107e-06
678,1.0596588799243107e-06
679,1.0596588799243107e-06
680,1.0596588799243107e-06
681,6.193391110251452e-05
682,2.5835722028041982e-05
683,8.415229360237839e-05
684,7.191985721156821e-07
685,7.191985721156821e-07
686,7.191985721156821e-07
687,7.191985721156821e-07
688,7.191985721156821e-07
689,7.288611031957134e-05
690,3.0404624441626474e-05
691,9.903313299180095e-05
692,8.463885619367981e-07
693,8.463885619367981e-07
694,8.463885619367981e-07
695,8.463885619367981e-07
696,8.463885619367981e-07
697,6.385709022280176e-05
698,2.663800578002392e-05
699,8.676534069391412e-05
700,7.415326207220341e-07
701,7.415326207220341e-07
702,7.415326207220341e-07
703,7.415326207220341e-07
704,7.415326207220341e-07
705,5.7458912562925126e-05
706,2.396891451582333e-05
707,7.80720441670956e-05
708,6.672303483726152e-07
709,6.672303483726152e-07
710,6.672303483726152e-07
711,6.672303483726152e-07
712,6.672303483726152e-07
713,7.544140610536575e-05
714,3.1470619386827325e-05
715,0.00010250501668916018
716,8.760640981406539e-07
717,8.760640981406539e-07
718,8.760640981406539e-07
719,8.760640981406539e-07
720,8.760640981406539e-07
721,7.490002550541042e-05
722,3.124477091024222e-05
723,0.00010176944269751342
724,8.697768449525485e-07
725,8.697768449525485e-07
726,8.697768449525485e-07
727,8.697768449525485e-07
728,8.697768449525485e-07
729,8.286242965851206e-05
730,3.456647218086696e-05
731,0.00011258793492468953
732,9.622478683428286e-07
733,9.622478683428286e-07
734,9.622478683428286e-07
735,9.622478683428286e-07
736,9.622478683428286e-07
737,6.733601899056432e-05
738,2.8089298997531112e-05
739,9.149219477837543e-05
740,7.819339428180521e-07
741,7.819339428180521e-07
742,7.819339428180521e-07
743,7.819339428180521e-07
744,7.819339428180521e-07
745,0.00013518158474283822
746,5.63933861758723e-05
747,0.00018367226082492195
748,1.5698902355394239e-06
749,1.5698902355394239e-06
750,1.5698902355394239e-06
751,1.5698902355394239e-06
752,1.5698902355394239e-06
753,0.0001727566965140573
754,7.207008639587168e-05
755,0.000234722690588268
756,2.0063318949624446e-06
757,2.0063318949624446e-06
758,2.0063318949624446e-06
759,2.0063318949624446e-06
760,2.0063318949624446e-06
761,0.00012396567265019097
762,5.171413220677969e-05
763,0.00016843379238119544
764,1.4396216890796789e-06
765,1.4396216890796789e-06
766,1.4396216890796789e-06
767,1.4396216890796789e-06
768,1.4396216890796789e-06
769,7.809346125170628e-05
770,3.257698287601676e-05
771,0.00010610836072334407
772,9.068634928895737e-07
773,9.068634928895737e-07
774,9.068634928895737e-07
775,9.068634928895737e-07
776,9.068634928895737e-07
777,6.782622030796924e-05
778,2.82937951342963e-05
779,9.215823508978581e-05
780,7.876267466489575e-07
781,7.876267466489575e-07
782,7.876267466489575e-07
783,7.876267466489575e-07
784,7.876267466489575e-07
785,6.295285754988951e-05
786,2.626079098775446e-05
787,8.553674910442174e-05
788,7.310316764286157e-07
789,7.310316764286157e-07
790,7.310316764286157e-07
791,7.310316764286157e-07
792,7.310316764286157e-07
793,5.380963503371009e-05
794,2.2446575148601205e-05
795,7.311370013341437e-05
796,6.248515751662584e-07
797,6.248515751662584e-07
798,6.248515751662584e-07
799,6.248515751662584e-07
800,6.248515751662584e-07
801,5.454873786371445e-05
802,2.2754900129894774e-05
803,7.411793450702214e-05
804,6.334346935666747e-07
805,6.334346935666747e-07
806,6.334346935666747e-07
807,6.334346935666747e-07
808,6.334346935666747e-07
809,5.5435427822236486e-05
810,2.3124793076928e-05
811,7.532269787627754e-05
812,6.437317413111795e-07
813,6.437317413111795e-07
814,6.437317413111795e-07
815,6.437317413111795e-07
816,6.437317413111795e-07
817,5.405618441254401e-05
818,2.254942593973102e-05
819,7.344869195690374e-05
820,6.277147241002073e-07
821,6.277147241002073e-07
822,6.277147241002073e-07
823,6.277147241002073e-07
824,6.277147241002073e-07
825,6.661614175121645e-05
826,2.7788989705551727e-05
827,9.051409159545513e-05
828,7.735738775578254e-07
829,7.735738775578254e-07
830,7.735738775578254e-07
831,7.735738775578254e-07
832,7.735738775578254e-07
833,6.296777810947881e-05
834,2.6267015329162504e-05
835,8.555702185104962e-05
836,7.312049502242209e-07
837,7.312049502242209e-07
838,7.312049502242209e-07
839,7.312049502242209e-07
840,7.312049502242209e-07
841,0.00012086113776254057
842,5.04189378603738e-05
843,0.00016421580283407862
844,1.403564209406988e-06
845,1.403564209406988e-06
846,1.403564209406988e-06
847,1.403564209406988e-06
848,1.403564209406988e-06
849,9.15144178957297e-05
850,3.817588437515036e-05
851,0.0001243432927001024
852,1.0627289957252436e-06
853,1.0627289957252436e-06
854,1.0627289957252436e-06
855,1.0627289957252436e-06
856,1.0627289957252436e-06
857,8.292088526280718e-05
858,3.459085840381451e-05
859,0.00011266735813264927
860,9.629267452629843e-07
861,9.629267452629843e-07
862,9.629267452629843e-07
863,9.629267452629843e-07
864,9.629267452629843e-07
865,5.761884283985156e-05
866,2.4035631474236656e-05
867,7.82893442338468e-05
868,6.690876131050392e-07
869,6.690876131050392e-07
870,6.690876131050392e-07
871,6.690876131050392e-07
872,6.690876131050392e-07
873,5.197897488312578e-05
874,2.1682896011795735e-05
875,7.062634185267794e-05
876,6.035923778337296e-07
877,6.035923778337296e-07
878,6.035923778337296e-07
879,6.035923778337296e-07
880,6.035923778337296e-07
881,7.29141467814054e-05
882,3.0416320419343034e-05
883,9.907122620338572e-05
884,8.467141582784833e-07
885,8.467141582784833e-07
886,8.467141582784833e-07
887,8.467141582784833e-07
888,8.467141582784833e-07
889,5.430511154508185e-05
890,2.2653268667019054e-05
891,7.378691442420845e-05
892,6.306054870239654e-07
893,6.306054870239654e-07
894,6.306054870239654e-07
895,6.306054870239654e-07
896,6.306054870239654e-07
897,0.00010256544259252622
898,4.278617282123666e-05
899,0.00013935808782615994
900,1.191074182585566e-06
901,1.191074182585566e-06
902,1.191074182585566e-06
903,1.191074182585566e-06
904,1.191074182585566e-06
905,0.00014196679774706528
906,5.922419188939546e-05
907,0.00019289091247463443
908,1.6486993022316747e-06
909,1.6486993022316747e-06
910,1.6486993022316747e-06
911,1.6486993022316747e-06
912,1.6486993022316747e-06
913,9.156349328114064e-05
914,3.8196357610674104e-05
915,0.0001244099706586019
916,1.0632989447738891e-06
917,1.0632989447738891e-06
918,1.0632989447738891e-06
919,1.0632989447738891e-06
920,1.0632989447738891e-06
921,5.8008829067183074e-05
922,2.419831926388261e-05
923,7.881922524287487e-05
924,6.736165120338728e-07
925,6.736165120338728e-07
926,6.736165120338728e-07
927,6.736165120338728e-07
928,6.736165120338728e-07
929,0.00020315778002626665
930,8.475421520492038e-05
931,0.00027602530974705917
932,2.3594696594431106e-06
933,2.3594696594431106e-06
934,2.3594696594431106e-06
935,2.3594696594431106e-06
936,2.3594696594431106e-06
937,0.00023950869130684162
938,9.992135826893697e-05
939,0.00032541012495160146
940,2.781748249589035e-06
941,2.781748249589035e-06
942,2.781748249589035e-06
943,2.781748249589035e-06
944,2.781748249589035e-06
945,0.0003012095417227762
946,0.00012566704345770026
947,0.0004092313500177246
948,3.498579630904196e-06
949,3.498579630904196e-06
950,3.498579630904196e-06
951,3.498579630904196e-06
952,3.498579630904196e-06
953,0.00010258219497926734
954,4.2793161660318976e-05
955,0.00013938084885176
956,1.1912687447902848e-06
957,1.1912687447902848e-06
958,1.1912687447902848e-06
959,1.1912687447902848e-06
960,1.1912687447902848e-06
961,8.407508116145907e-05
962,3.50723605411087e-05
963,0.00011423555509355477
964,9.763310698886236e-07
965,9.763310698886236e-07
966,9.763310698886236e-07
967,9.763310698886236e-07
968,9.763310698886236e-07
969,0.0001015951769920186
970,4.2381393111186696e-05
971,0.00013803981310307793
972,1.1798055297581584e-06
973,1.1798055297581584e-06
974,1.1798055297581584e-06
975,1.1798055297581584e-06
976,1.1798055297581584e-06
977,5.570546418309137e-05
978,2.323744193655321e-05
979,7.568960152482805e-05
980,6.468676519560958e-07
981,6.468676519560958e-07
982,6.468676519560958e-07
983,6.468676519560958e-07
984,6.468676519560958e-07
985,6.098407257898541e-05
986,2.5439482941286356e-05
987,8.286173500415729e-05
988,7.081680449611764e-07
989,7.081680449611764e-07
990,7.081680449611764e-07
991,7.081680449611764e-07
992,7.081680449611764e-07
993,6.048972345423142e-05
994,2.523325811886947e-05
995,8.219005573633735e-05
996,7.02427149508689e-07
997,7.02427149508689e-07
998,7.02427149508689e-07
999,7.02427149508689e-07
1000,7.02427149508689e-07
1001,0.00010782452487058118
1002,4.4980188076748836e-05
1003,0.0001465034506383538
1004,1.2521534759994844e-06
1005,1.2521534759994844e-06
1006,1.2521534759994844e-06
1007,1.2521534759994844e-06
1008,1.2521534759994844e-06
1009,0.00011509456750819813
1010,4.801316989818053e-05
1011,0.00015638100266371816
1012,1.3365892279970501e-06
1013,1.3365892279970501e-06
1014,1.3365892279970501e-06
1015,1.3365892279970501e-06
1016,1.3365892279970501e-06
1017,0.00011471943302285643
1018,4.7856667288202854e-05
1019,0.0001558713218524169
1020,1.3322323101862401e-06
1021,1.3322323101862401e-06
1022,1.3322323101862401e-06
1023,1.3322323101862401e-06
1024,1.3322323101862401e-06
1025,0.00012119415008091115
1026,5.05578684863255e-05
1027,0.00016466825188858275
1028,1.4074319552813738e-06
1029,1.4074319552813738e-06
1030,1.4074319552813738e-06
1031,1.4074319552813738e-06
1032,1.4074319552813738e-06
1033,0.0001542845525331987
1034,6.436324336630227e-05
1035,0.00020962617372585933
1036,1.7917705793634958e-06
1037,1.7917705793634958e-06
1038,1.7917705793634958e-06
1039,1.7917705793634958e-06
1040,1.7917705793634958e-06
1041,0.00014092217858951644
1042,5.878837303255247e-05
1043,0.00019147165558742836
1044,1.6365661638941668e-06
1045,1.6365661638941668e-06
1046,1.6365661638941668e-06
1047,1.6365661638941668e-06
1048,1.6365661638941668e-06
1049,7.329847414673833e-05
1050,3.057665039991809e-05
1051,9.959341268919104e-05
1052,8.511774759363401e-07
1053,8.511774759363401e-07
1054,8.511774759363401e-07
1055,8.511774759363401e-07
1056,8.511774759363401e-07
