Date,Species,Trap,Longitude,Latitude
2007-06-05,CULEX RESTUANS,T142,-87.776792,41.953067
2007-06-05,CULEX RESTUANS,T145,-87.629798,41.878114000000004
2007-06-05,CULEX PIPIENS/RESTUANS,T146,-87.702575,41.958271
2007-06-05,CULEX RESTUANS,T146,-87.702575,41.958271
2007-06-05,CULEX RESTUANS,T147,-87.700117,41.932094
2007-06-05,CULEX PIPIENS/RESTUANS,T149,-87.667736,41.994469
2007-06-05,CULEX RESTUANS,T150,-87.675919,42.006858
2007-06-05,CULEX PIPIENS/RESTUANS,T151,-87.800515,41.916265
2007-06-05,CULEX RESTUANS,T151,-87.800515,41.916265
2007-06-05,CULEX RESTUANS,T152,-87.716277,41.846075
2007-06-05,CULEX RESTUANS,T154,-87.752329,41.918704999999996
2007-06-05,CULEX PIPIENS/RESTUANS,T158,-87.707973,41.682587
2007-06-05,CULEX RESTUANS,T158,-87.707973,41.682587
2007-06-05,CULEX PIPIENS/RESTUANS,T162,-87.61425799999999,41.725516999999996
2007-06-05,CULEX PIPIENS/RESTUANS,T218,-87.730698,41.948167
2007-06-05,CULEX RESTUANS,T218,-87.730698,41.948167
2007-06-05,CULEX RESTUANS,T220,-87.69181,41.963976
2007-06-26,CULEX PIPIENS/RESTUANS,T002,-87.800991,41.95469
2007-06-26,CULEX RESTUANS,T002,-87.800991,41.95469
2007-06-26,CULEX SALINARIUS,T002,-87.800991,41.95469
2007-06-26,CULEX PIPIENS/RESTUANS,T007,-87.769279,41.994991
2007-06-26,CULEX RESTUANS,T007,-87.769279,41.994991
2007-06-26,CULEX RESTUANS,T015,-87.824812,41.974089
2007-06-26,CULEX PIPIENS/RESTUANS,T045,-87.666455,41.9216
2007-06-26,CULEX RESTUANS,T045,-87.666455,41.9216
2007-06-26,CULEX PIPIENS/RESTUANS,T046,-87.65449100000001,41.891118
2007-06-26,CULEX RESTUANS,T046,-87.65449100000001,41.891118
2007-06-26,CULEX PIPIENS/RESTUANS,T048,-87.654224,41.867108
2007-06-26,CULEX RESTUANS,T049,-87.655232,41.896282
2007-06-26,CULEX RESTUANS,T050,-87.694259,41.919343
2007-06-26,CULEX PIPIENS/RESTUANS,T086,-87.676709,41.688324
2007-06-26,CULEX PIPIENS/RESTUANS,T086,-87.676709,41.688324
2007-06-26,CULEX RESTUANS,T086,-87.676709,41.688324
2007-06-26,CULEX RESTUANS,T096,-87.677512,41.731922
2007-06-26,CULEX PIPIENS/RESTUANS,T129,-87.61156,41.891126
2007-06-26,CULEX RESTUANS,T129,-87.61156,41.891126
2007-06-26,CULEX PIPIENS/RESTUANS,T143,-87.795585,41.999128999999996
2007-06-26,CULEX RESTUANS,T143,-87.795585,41.999128999999996
2007-06-26,CULEX PIPIENS/RESTUANS,T148,-87.68776899999999,42.01743
2007-06-26,CULEX RESTUANS,T148,-87.68776899999999,42.01743
2007-06-26,CULEX PIPIENS/RESTUANS,T011,-87.832763,41.944869
2007-06-26,CULEX RESTUANS,T011,-87.832763,41.944869
2007-06-26,CULEX PIPIENS/RESTUANS,T016,-87.81150600000001,42.011601
2007-06-26,CULEX RESTUANS,T016,-87.81150600000001,42.011601
2007-06-26,CULEX RESTUANS,T019,-87.69845699999999,41.94983
2007-06-26,CULEX PIPIENS/RESTUANS,T025,-87.750938,41.979243
2007-06-26,CULEX PIPIENS/RESTUANS,T028,-87.689778,41.986921
2007-06-26,CULEX RESTUANS,T028,-87.689778,41.986921
2007-06-26,CULEX PIPIENS/RESTUANS,T033,-87.701431,41.906638
2007-06-26,CULEX RESTUANS,T033,-87.701431,41.906638
2007-06-26,CULEX PIPIENS/RESTUANS,T090,-87.666901,41.868077
2007-06-26,CULEX RESTUANS,T090,-87.666901,41.868077
2007-06-26,CULEX PIPIENS,T090,-87.666901,41.868077
2007-06-26,CULEX PIPIENS/RESTUANS,T135,-87.72460799999999,41.662014
2007-06-26,CULEX RESTUANS,T135,-87.72460799999999,41.662014
2007-06-26,CULEX PIPIENS,T135,-87.72460799999999,41.662014
2007-06-26,CULEX PIPIENS/RESTUANS,T141,-87.76007,41.961743
2007-06-26,CULEX RESTUANS,T141,-87.76007,41.961743
2007-06-26,CULEX RESTUANS,T142,-87.776792,41.953067
2007-06-26,CULEX RESTUANS,T145,-87.629798,41.878114000000004
2007-06-26,CULEX RESTUANS,T146,-87.702575,41.958271
2007-06-26,CULEX RESTUANS,T147,-87.700117,41.932094
2007-06-26,CULEX RESTUANS,T150,-87.675919,42.006858
2007-06-26,CULEX PIPIENS/RESTUANS,T151,-87.800515,41.916265
2007-06-26,CULEX RESTUANS,T151,-87.800515,41.916265
2007-06-26,CULEX PIPIENS/RESTUANS,T158,-87.707973,41.682587
2007-06-26,CULEX RESTUANS,T158,-87.707973,41.682587
2007-06-26,CULEX RESTUANS,T220,-87.69181,41.963976
2007-06-26,CULEX PIPIENS/RESTUANS,T001,-87.733974,41.953705
2007-06-26,CULEX RESTUANS,T003,-87.757639,41.964242
2007-06-26,CULEX PIPIENS/RESTUANS,T006,-87.797127,41.990284
2007-06-26,CULEX RESTUANS,T006,-87.797127,41.990284
2007-06-26,CULEX RESTUANS,T008,-87.77792099999999,42.008314
2007-06-26,CULEX PIPIENS/RESTUANS,T012,-87.747113,41.991429
2007-06-26,CULEX RESTUANS,T034,-87.686763,41.843810999999995
2007-06-26,CULEX RESTUANS,T037,-87.79518,41.921177
2007-06-26,CULEX PIPIENS/RESTUANS,T040,-87.719887,41.852652
2007-06-26,CULEX RESTUANS,T040,-87.719887,41.852652
2007-06-26,CULEX RESTUANS,T043,-87.694991,41.857402
2007-06-26,CULEX PIPIENS/RESTUANS,T047,-87.696269,41.868142
2007-06-26,CULEX RESTUANS,T047,-87.696269,41.868142
2007-06-26,CULEX PIPIENS/RESTUANS,T051,-87.656913,41.846283
2007-06-26,CULEX RESTUANS,T085,-87.648064,41.721474
2007-06-26,CULEX PIPIENS,T088,-87.69629300000001,41.869107
2007-06-26,CULEX PIPIENS/RESTUANS,T161,-87.675088,41.719059
2007-06-26,CULEX RESTUANS,T161,-87.675088,41.719059
2007-06-26,CULEX RESTUANS,T219,-87.674677,41.966986999999996
2007-06-29,CULEX PIPIENS/RESTUANS,T002,-87.800991,41.95469
2007-06-29,CULEX PIPIENS/RESTUANS,T015,-87.824812,41.974089
2007-06-29,CULEX RESTUANS,T015,-87.824812,41.974089
2007-06-29,CULEX RESTUANS,T046,-87.65449100000001,41.891118
2007-06-29,CULEX PIPIENS/RESTUANS,T054,-87.632085,41.921965
2007-06-29,CULEX RESTUANS,T086,-87.676709,41.688324
2007-06-29,CULEX PIPIENS,T086,-87.676709,41.688324
2007-06-29,CULEX PIPIENS/RESTUANS,T091,-87.64886,41.862292
2007-06-29,CULEX RESTUANS,T096,-87.677512,41.731922
2007-06-29,CULEX RESTUANS,T143,-87.795585,41.999128999999996
2007-06-29,CULEX PIPIENS/RESTUANS,T148,-87.68776899999999,42.01743
2007-06-29,CULEX RESTUANS,T148,-87.68776899999999,42.01743
2007-06-29,CULEX RESTUANS,T153,-87.760886,41.907645
2007-06-29,CULEX PIPIENS/RESTUANS,T016,-87.81150600000001,42.011601
2007-06-29,CULEX PIPIENS/RESTUANS,T028,-87.689778,41.986921
2007-06-29,CULEX RESTUANS,T028,-87.689778,41.986921
2007-06-29,CULEX PIPIENS,T031,-87.763416,41.801497999999995
2007-06-29,CULEX RESTUANS,T089,-87.64997,41.723195000000004
2007-06-29,CULEX PIPIENS/RESTUANS,T090,-87.666901,41.868077
2007-06-29,CULEX RESTUANS,T090,-87.666901,41.868077
2007-06-29,CULEX PIPIENS,T090,-87.666901,41.868077
2007-06-29,CULEX RESTUANS,T135,-87.72460799999999,41.662014
2007-06-29,CULEX RESTUANS,T141,-87.76007,41.961743
2007-06-29,CULEX RESTUANS,T142,-87.776792,41.953067
2007-06-29,CULEX RESTUANS,T145,-87.629798,41.878114000000004
2007-06-29,CULEX RESTUANS,T146,-87.702575,41.958271
2007-06-29,CULEX RESTUANS,T150,-87.675919,42.006858
2007-06-29,CULEX PIPIENS/RESTUANS,T151,-87.800515,41.916265
2007-06-29,CULEX RESTUANS,T151,-87.800515,41.916265
2007-06-29,CULEX RESTUANS,T158,-87.707973,41.682587
2007-06-29,CULEX RESTUANS,T218,-87.730698,41.948167
2007-06-29,CULEX RESTUANS,T006,-87.797127,41.990284
2007-06-29,CULEX PIPIENS/RESTUANS,T012,-87.747113,41.991429
2007-06-29,CULEX PIPIENS/RESTUANS,T043,-87.694991,41.857402
2007-06-29,CULEX RESTUANS,T043,-87.694991,41.857402
2007-06-29,CULEX PIPIENS/RESTUANS,T085,-87.648064,41.721474
2007-06-29,CULEX PIPIENS,T085,-87.648064,41.721474
2007-06-29,CULEX PIPIENS/RESTUANS,T013,-87.785288,41.923738
2007-06-29,CULEX RESTUANS,T014,-87.787992,41.970248
2007-06-29,CULEX RESTUANS,T018,-87.66214000000001,42.010412
2007-06-29,CULEX PIPIENS/RESTUANS,T030,-87.716788,41.899229999999996
2007-06-29,CULEX RESTUANS,T030,-87.716788,41.899229999999996
2007-06-29,CULEX PIPIENS/RESTUANS,T084,-87.598865,41.692555
2007-06-29,CULEX RESTUANS,T084,-87.598865,41.692555
2007-06-29,CULEX PIPIENS/RESTUANS,T144,-87.794896,41.94016
2007-06-29,CULEX PIPIENS/RESTUANS,T160,-87.68826700000001,41.903002
2007-07-02,CULEX PIPIENS/RESTUANS,T002,-87.800991,41.95469
2007-07-02,CULEX RESTUANS,T002,-87.800991,41.95469
2007-07-02,CULEX PIPIENS/RESTUANS,T007,-87.769279,41.994991
2007-07-02,CULEX RESTUANS,T007,-87.769279,41.994991
2007-07-02,CULEX PIPIENS/RESTUANS,T015,-87.824812,41.974089
2007-07-02,CULEX PIPIENS/RESTUANS,T045,-87.666455,41.9216
2007-07-02,CULEX RESTUANS,T045,-87.666455,41.9216
2007-07-02,CULEX PIPIENS/RESTUANS,T046,-87.65449100000001,41.891118
2007-07-02,CULEX RESTUANS,T046,-87.65449100000001,41.891118
2007-07-02,CULEX RESTUANS,T048,-87.654224,41.867108
2007-07-02,CULEX PIPIENS/RESTUANS,T054,-87.632085,41.921965
2007-07-02,CULEX RESTUANS,T054,-87.632085,41.921965
2007-07-02,CULEX PIPIENS/RESTUANS,T086,-87.676709,41.688324
2007-07-02,CULEX RESTUANS,T086,-87.676709,41.688324
2007-07-02,CULEX PIPIENS/RESTUANS,T096,-87.677512,41.731922
2007-07-02,CULEX RESTUANS,T096,-87.677512,41.731922
2007-07-02,CULEX PIPIENS,T096,-87.677512,41.731922
2007-07-02,CULEX PIPIENS/RESTUANS,T129,-87.61156,41.891126
2007-07-02,CULEX RESTUANS,T129,-87.61156,41.891126
2007-07-02,CULEX RESTUANS,T148,-87.68776899999999,42.01743
2007-07-02,CULEX RESTUANS,T009,-87.812827,41.981964000000005
2007-07-02,CULEX PIPIENS/RESTUANS,T011,-87.832763,41.944869
2007-07-02,CULEX RESTUANS,T016,-87.81150600000001,42.011601
2007-07-02,CULEX RESTUANS,T019,-87.69845699999999,41.94983
2007-07-02,CULEX PIPIENS/RESTUANS,T028,-87.689778,41.986921
2007-07-02,CULEX RESTUANS,T028,-87.689778,41.986921
2007-07-02,CULEX PIPIENS,T028,-87.689778,41.986921
2007-07-02,CULEX PIPIENS/RESTUANS,T089,-87.64997,41.723195000000004
2007-07-02,CULEX PIPIENS/RESTUANS,T090,-87.666901,41.868077
2007-07-02,CULEX RESTUANS,T090,-87.666901,41.868077
2007-07-02,CULEX RESTUANS,T092,-87.627561,41.869215999999994
2007-07-02,CULEX PIPIENS/RESTUANS,T135,-87.72460799999999,41.662014
2007-07-02,CULEX RESTUANS,T135,-87.72460799999999,41.662014
2007-07-02,CULEX SALINARIUS,T135,-87.72460799999999,41.662014
2007-07-02,CULEX PIPIENS/RESTUANS,T142,-87.776792,41.953067
2007-07-02,CULEX RESTUANS,T142,-87.776792,41.953067
2007-07-02,CULEX SALINARIUS,T145,-87.629798,41.878114000000004
2007-07-02,CULEX RESTUANS,T146,-87.702575,41.958271
2007-07-02,CULEX PIPIENS/RESTUANS,T149,-87.667736,41.994469
2007-07-02,CULEX RESTUANS,T149,-87.667736,41.994469
2007-07-02,CULEX PIPIENS/RESTUANS,T151,-87.800515,41.916265
2007-07-02,CULEX RESTUANS,T151,-87.800515,41.916265
2007-07-02,CULEX PIPIENS/RESTUANS,T152,-87.716277,41.846075
2007-07-02,CULEX PIPIENS/RESTUANS,T154,-87.752329,41.918704999999996
2007-07-02,CULEX PIPIENS/RESTUANS,T158,-87.707973,41.682587
2007-07-02,CULEX RESTUANS,T158,-87.707973,41.682587
2007-07-02,CULEX PIPIENS/RESTUANS,T218,-87.730698,41.948167
2007-07-02,CULEX RESTUANS,T003,-87.757639,41.964242
2007-07-02,CULEX RESTUANS,T006,-87.797127,41.990284
2007-07-02,CULEX PIPIENS/RESTUANS,T008,-87.77792099999999,42.008314
2007-07-02,CULEX RESTUANS,T008,-87.77792099999999,42.008314
2007-07-02,CULEX SALINARIUS,T012,-87.747113,41.991429
2007-07-02,CULEX PIPIENS/RESTUANS,T037,-87.79518,41.921177
2007-07-02,CULEX RESTUANS,T037,-87.79518,41.921177
2007-07-02,CULEX PIPIENS/RESTUANS,T043,-87.694991,41.857402
2007-07-02,CULEX PIPIENS/RESTUANS,T047,-87.696269,41.868142
2007-07-02,CULEX RESTUANS,T047,-87.696269,41.868142
2007-07-02,CULEX PIPIENS/RESTUANS,T051,-87.656913,41.846283
2007-07-02,CULEX PIPIENS/RESTUANS,T085,-87.648064,41.721474
2007-07-02,CULEX PIPIENS/RESTUANS,T088,-87.69629300000001,41.869107
2007-07-02,CULEX PIPIENS/RESTUANS,T161,-87.675088,41.719059
2007-07-02,CULEX RESTUANS,T161,-87.675088,41.719059
2007-07-02,CULEX PIPIENS/RESTUANS,T013,-87.785288,41.923738
2007-07-02,CULEX RESTUANS,T013,-87.785288,41.923738
2007-07-02,CULEX PIPIENS/RESTUANS,T014,-87.787992,41.970248
2007-07-02,CULEX RESTUANS,T014,-87.787992,41.970248
2007-07-02,CULEX PIPIENS/RESTUANS,T018,-87.66214000000001,42.010412
2007-07-02,CULEX PIPIENS/RESTUANS,T030,-87.716788,41.899229999999996
2007-07-02,CULEX RESTUANS,T030,-87.716788,41.899229999999996
2007-07-02,CULEX PIPIENS/RESTUANS,T005,-87.776385,41.942114000000004
2007-07-02,CULEX PIPIENS/RESTUANS,T017,-87.777189,41.960615999999995
2007-07-02,CULEX PIPIENS/RESTUANS,T044,-87.705085,41.883284
2007-07-02,CULEX RESTUANS,T044,-87.705085,41.883284
2007-07-02,CULEX PIPIENS/RESTUANS,T095,-87.70373599999999,41.704336
2007-07-11,CULEX PIPIENS/RESTUANS,T002,-87.800991,41.95469
2007-07-11,CULEX RESTUANS,T002,-87.800991,41.95469
2007-07-11,CULEX PIPIENS,T002,-87.800991,41.95469
2007-07-11,CULEX PIPIENS/RESTUANS,T007,-87.769279,41.994991
2007-07-11,CULEX PIPIENS/RESTUANS,T015,-87.824812,41.974089
2007-07-11,CULEX RESTUANS,T015,-87.824812,41.974089
2007-07-11,CULEX RESTUANS,T015,-87.824812,41.974089
2007-07-11,CULEX PIPIENS/RESTUANS,T045,-87.666455,41.9216
2007-07-11,CULEX RESTUANS,T045,-87.666455,41.9216
2007-07-11,CULEX PIPIENS/RESTUANS,T046,-87.65449100000001,41.891118
2007-07-11,CULEX RESTUANS,T046,-87.65449100000001,41.891118
2007-07-11,CULEX PIPIENS,T046,-87.65449100000001,41.891118
2007-07-11,CULEX PIPIENS/RESTUANS,T048,-87.654224,41.867108
2007-07-11,CULEX RESTUANS,T048,-87.654224,41.867108
2007-07-11,CULEX PIPIENS/RESTUANS,T049,-87.655232,41.896282
2007-07-11,CULEX RESTUANS,T049,-87.655232,41.896282
2007-07-11,CULEX PIPIENS/RESTUANS,T054,-87.632085,41.921965
2007-07-11,CULEX RESTUANS,T054,-87.632085,41.921965
2007-07-11,CULEX PIPIENS/RESTUANS,T086,-87.676709,41.688324
2007-07-11,CULEX PIPIENS/RESTUANS,T086,-87.676709,41.688324
2007-07-11,CULEX PIPIENS/RESTUANS,T086,-87.676709,41.688324
2007-07-11,CULEX PIPIENS/RESTUANS,T086,-87.676709,41.688324
2007-07-11,CULEX RESTUANS,T086,-87.676709,41.688324
2007-07-11,CULEX RESTUANS,T086,-87.676709,41.688324
2007-07-11,CULEX PIPIENS,T086,-87.676709,41.688324
2007-07-11,CULEX SALINARIUS,T086,-87.676709,41.688324
2007-07-11,CULEX TERRITANS,T086,-87.676709,41.688324
2007-07-11,CULEX PIPIENS/RESTUANS,T091,-87.64886,41.862292
2007-07-11,CULEX PIPIENS,T091,-87.64886,41.862292
2007-07-11,CULEX PIPIENS/RESTUANS,T094,-87.666014,41.720848
2007-07-11,CULEX PIPIENS/RESTUANS,T096,-87.677512,41.731922
2007-07-11,CULEX RESTUANS,T096,-87.677512,41.731922
2007-07-11,CULEX PIPIENS,T096,-87.677512,41.731922
2007-07-11,CULEX RESTUANS,T143,-87.795585,41.999128999999996
2007-07-11,CULEX PIPIENS/RESTUANS,T148,-87.68776899999999,42.01743
2007-07-11,CULEX RESTUANS,T148,-87.68776899999999,42.01743
2007-07-11,CULEX SALINARIUS,T148,-87.68776899999999,42.01743
2007-07-11,CULEX PIPIENS/RESTUANS,T009,-87.812827,41.981964000000005
2007-07-11,CULEX RESTUANS,T009,-87.812827,41.981964000000005
2007-07-11,CULEX PIPIENS/RESTUANS,T011,-87.832763,41.944869
2007-07-11,CULEX RESTUANS,T011,-87.832763,41.944869
2007-07-11,CULEX RESTUANS,T011,-87.832763,41.944869
2007-07-11,CULEX PIPIENS,T011,-87.832763,41.944869
2007-07-11,CULEX PIPIENS/RESTUANS,T016,-87.81150600000001,42.011601
2007-07-11,CULEX PIPIENS/RESTUANS,T016,-87.81150600000001,42.011601
2007-07-11,CULEX RESTUANS,T016,-87.81150600000001,42.011601
2007-07-11,CULEX RESTUANS,T016,-87.81150600000001,42.011601
2007-07-11,CULEX PIPIENS,T016,-87.81150600000001,42.011601
2007-07-11,CULEX PIPIENS/RESTUANS,T019,-87.69845699999999,41.94983
2007-07-11,CULEX PIPIENS/RESTUANS,T025,-87.750938,41.979243
2007-07-11,CULEX RESTUANS,T025,-87.750938,41.979243
2007-07-11,CULEX PIPIENS/RESTUANS,T028,-87.689778,41.986921
2007-07-11,CULEX RESTUANS,T028,-87.689778,41.986921
2007-07-11,CULEX RESTUANS,T031,-87.763416,41.801497999999995
2007-07-11,CULEX PIPIENS/RESTUANS,T033,-87.701431,41.906638
2007-07-11,CULEX PIPIENS/RESTUANS,T089,-87.64997,41.723195000000004
2007-07-11,CULEX RESTUANS,T089,-87.64997,41.723195000000004
2007-07-11,CULEX PIPIENS/RESTUANS,T090,-87.666901,41.868077
2007-07-11,CULEX RESTUANS,T090,-87.666901,41.868077
2007-07-11,CULEX PIPIENS/RESTUANS,T092,-87.627561,41.869215999999994
2007-07-11,CULEX PIPIENS,T092,-87.627561,41.869215999999994
2007-07-11,CULEX PIPIENS/RESTUANS,T135,-87.72460799999999,41.662014
2007-07-11,CULEX RESTUANS,T135,-87.72460799999999,41.662014
2007-07-11,CULEX PIPIENS,T135,-87.72460799999999,41.662014
2007-07-11,CULEX PIPIENS/RESTUANS,T141,-87.76007,41.961743
2007-07-11,CULEX PIPIENS/RESTUANS,T142,-87.776792,41.953067
2007-07-11,CULEX RESTUANS,T142,-87.776792,41.953067
2007-07-11,CULEX PIPIENS/RESTUANS,T145,-87.629798,41.878114000000004
2007-07-11,CULEX RESTUANS,T145,-87.629798,41.878114000000004
2007-07-11,CULEX PIPIENS/RESTUANS,T146,-87.702575,41.958271
2007-07-11,CULEX RESTUANS,T146,-87.702575,41.958271
2007-07-11,CULEX PIPIENS,T146,-87.702575,41.958271
2007-07-11,CULEX PIPIENS/RESTUANS,T150,-87.675919,42.006858
2007-07-11,CULEX PIPIENS/RESTUANS,T151,-87.800515,41.916265
2007-07-11,CULEX RESTUANS,T151,-87.800515,41.916265
2007-07-11,CULEX PIPIENS/RESTUANS,T158,-87.707973,41.682587
2007-07-11,CULEX PIPIENS/RESTUANS,T158,-87.707973,41.682587
2007-07-11,CULEX PIPIENS/RESTUANS,T158,-87.707973,41.682587
2007-07-11,CULEX PIPIENS/RESTUANS,T158,-87.707973,41.682587
2007-07-11,CULEX RESTUANS,T158,-87.707973,41.682587
2007-07-11,CULEX PIPIENS,T158,-87.707973,41.682587
2007-07-11,CULEX RESTUANS,T162,-87.61425799999999,41.725516999999996
2007-07-11,CULEX PIPIENS/RESTUANS,T218,-87.730698,41.948167
2007-07-11,CULEX RESTUANS,T218,-87.730698,41.948167
2007-07-11,CULEX PIPIENS/RESTUANS,T001,-87.733974,41.953705
2007-07-11,CULEX PIPIENS/RESTUANS,T003,-87.757639,41.964242
2007-07-11,CULEX PIPIENS/RESTUANS,T006,-87.797127,41.990284
2007-07-11,CULEX RESTUANS,T006,-87.797127,41.990284
2007-07-11,CULEX PIPIENS/RESTUANS,T008,-87.77792099999999,42.008314
2007-07-11,CULEX RESTUANS,T008,-87.77792099999999,42.008314
2007-07-11,CULEX PIPIENS,T008,-87.77792099999999,42.008314
2007-07-11,CULEX PIPIENS/RESTUANS,T037,-87.79518,41.921177
2007-07-11,CULEX PIPIENS/RESTUANS,T043,-87.694991,41.857402
2007-07-11,CULEX RESTUANS,T043,-87.694991,41.857402
2007-07-11,CULEX PIPIENS/RESTUANS,T047,-87.696269,41.868142
2007-07-11,CULEX PIPIENS,T047,-87.696269,41.868142
2007-07-11,CULEX PIPIENS/RESTUANS,T085,-87.648064,41.721474
2007-07-11,CULEX PIPIENS/RESTUANS,T088,-87.69629300000001,41.869107
2007-07-11,CULEX RESTUANS,T088,-87.69629300000001,41.869107
2007-07-11,CULEX PIPIENS/RESTUANS,T161,-87.675088,41.719059
2007-07-11,CULEX RESTUANS,T161,-87.675088,41.719059
2007-07-11,CULEX PIPIENS/RESTUANS,T013,-87.785288,41.923738
2007-07-11,CULEX RESTUANS,T013,-87.785288,41.923738
2007-07-11,CULEX PIPIENS/RESTUANS,T014,-87.787992,41.970248
2007-07-11,CULEX RESTUANS,T014,-87.787992,41.970248
2007-07-11,CULEX PIPIENS/RESTUANS,T030,-87.716788,41.899229999999996
2007-07-11,CULEX RESTUANS,T030,-87.716788,41.899229999999996
2007-07-11,CULEX PIPIENS,T030,-87.716788,41.899229999999996
2007-07-11,CULEX PIPIENS/RESTUANS,T084,-87.598865,41.692555
2007-07-11,CULEX RESTUANS,T084,-87.598865,41.692555
2007-07-11,CULEX PIPIENS,T084,-87.598865,41.692555
2007-07-11,CULEX PIPIENS/RESTUANS,T160,-87.68826700000001,41.903002
2007-07-11,CULEX PIPIENS,T160,-87.68826700000001,41.903002
2007-07-11,CULEX PIPIENS/RESTUANS,T004,-87.748367,41.962728000000006
