,Date,Species,Trap,Longitude,Latitude,Unnamed: 0,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
10,2007-05-29,CULEX PIPIENS/RESTUANS,T050,-87.694259,41.919343,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
11,2007-05-29,CULEX PIPIENS/RESTUANS,T054,-87.632085,41.921965,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
12,2007-05-29,CULEX RESTUANS,T054,-87.632085,41.921965,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
13,2007-05-29,CULEX PIPIENS/RESTUANS,T086,-87.676709,41.688324,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
14,2007-05-29,CULEX RESTUANS,T086,-87.676709,41.688324,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
15,2007-05-29,CULEX RESTUANS,T091,-87.64886,41.862292,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
16,2007-05-29,CULEX RESTUANS,T094,-87.666014,41.720848,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
17,2007-05-29,CULEX RESTUANS,T096,-87.677512,41.731922,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
18,2007-05-29,CULEX PIPIENS,T096,-87.677512,41.731922,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
19,2007-05-29,CULEX PIPIENS/RESTUANS,T129,-87.61156,41.891126,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
20,2007-05-29,CULEX RESTUANS,T129,-87.61156,41.891126,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
21,2007-05-29,CULEX PIPIENS/RESTUANS,T143,-87.795585,41.999129,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
22,2007-05-29,CULEX PIPIENS/RESTUANS,T148,-87.68776899999997,42.01743,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
23,2007-05-29,CULEX RESTUANS,T153,-87.760886,41.907645,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
24,2007-05-29,CULEX RESTUANS,T159,-87.649642,41.732984,0,78.9,57.3,68.3,5.7,49.0,57.8,1.3,4.6,423.1,1913.9,"['RA', 'HZ', 'BR', 'TSRA']",0.0,0.0,0.0,0.1,29.4,30.1,8.0,15.9,9.8
25,2007-06-05,CULEX PIPIENS/RESTUANS,T002,-87.800991,41.95469,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
26,2007-06-05,CULEX RESTUANS,T002,-87.800991,41.95469,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
27,2007-06-05,CULEX PIPIENS,T002,-87.800991,41.95469,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
28,2007-06-05,CULEX PIPIENS/RESTUANS,T015,-87.824812,41.974089,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
29,2007-06-05,CULEX RESTUANS,T015,-87.824812,41.974089,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
30,2007-06-05,CULEX PIPIENS/RESTUANS,T045,-87.666455,41.9216,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
31,2007-06-05,CULEX RESTUANS,T045,-87.666455,41.9216,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
32,2007-06-05,CULEX PIPIENS,T045,-87.666455,41.9216,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
33,2007-06-05,CULEX RESTUANS,T046,-87.65449100000002,41.891118,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
34,2007-06-05,CULEX PIPIENS/RESTUANS,T048,-87.654224,41.867108,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
35,2007-06-05,CULEX RESTUANS,T048,-87.654224,41.867108,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
36,2007-06-05,CULEX PIPIENS,T048,-87.654224,41.867108,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
37,2007-06-05,CULEX RESTUANS,T049,-87.655232,41.896282,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
38,2007-06-05,CULEX PIPIENS/RESTUANS,T050,-87.694259,41.919343,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
39,2007-06-05,CULEX RESTUANS,T050,-87.694259,41.919343,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
40,2007-06-05,CULEX RESTUANS,T054,-87.632085,41.921965,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
41,2007-06-05,CULEX RESTUANS,T086,-87.676709,41.688324,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
42,2007-06-05,CULEX PIPIENS/RESTUANS,T094,-87.666014,41.720848,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
43,2007-06-05,CULEX PIPIENS/RESTUANS,T096,-87.677512,41.731922,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
44,2007-06-05,CULEX RESTUANS,T096,-87.677512,41.731922,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
45,2007-06-05,CULEX PIPIENS,T096,-87.677512,41.731922,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
46,2007-06-05,CULEX PIPIENS/RESTUANS,T143,-87.795585,41.999129,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
47,2007-06-05,CULEX RESTUANS,T143,-87.795585,41.999129,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
48,2007-06-05,CULEX RESTUANS,T153,-87.760886,41.907645,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
49,2007-06-05,CULEX RESTUANS,T159,-87.649642,41.732984,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
50,2007-06-05,CULEX RESTUANS,T009,-87.812827,41.98196400000001,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
51,2007-06-05,CULEX RESTUANS,T011,-87.832763,41.944869,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
52,2007-06-05,CULEX RESTUANS,T016,-87.81150600000002,42.011601,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
53,2007-06-05,CULEX RESTUANS,T019,-87.69845699999998,41.94983,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
54,2007-06-05,CULEX RESTUANS,T025,-87.750938,41.979243,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
55,2007-06-05,CULEX RESTUANS,T028,-87.689778,41.986921,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
56,2007-06-05,CULEX PIPIENS/RESTUANS,T031,-87.763416,41.801498,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
57,2007-06-05,CULEX RESTUANS,T033,-87.701431,41.906638,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
58,2007-06-05,CULEX RESTUANS,T089,-87.64997,41.723195,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
59,2007-06-05,CULEX PIPIENS/RESTUANS,T090,-87.666901,41.868077,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
60,2007-06-05,CULEX RESTUANS,T090,-87.666901,41.868077,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
61,2007-06-05,CULEX PIPIENS/RESTUANS,T092,-87.627561,41.869216,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
62,2007-06-05,CULEX PIPIENS/RESTUANS,T135,-87.72460799999998,41.662014,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
63,2007-06-05,CULEX RESTUANS,T135,-87.72460799999998,41.662014,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
64,2007-06-05,CULEX PIPIENS,T135,-87.72460799999998,41.662014,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
65,2007-06-05,CULEX PIPIENS/RESTUANS,T141,-87.76007,41.961743,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
66,2007-06-05,CULEX RESTUANS,T141,-87.76007,41.961743,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
67,2007-06-05,CULEX PIPIENS/RESTUANS,T142,-87.776792,41.953067,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
68,2007-06-05,CULEX RESTUANS,T142,-87.776792,41.953067,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
69,2007-06-05,CULEX RESTUANS,T145,-87.629798,41.878114,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
70,2007-06-05,CULEX PIPIENS/RESTUANS,T146,-87.702575,41.958271,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
71,2007-06-05,CULEX RESTUANS,T146,-87.702575,41.958271,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
72,2007-06-05,CULEX RESTUANS,T147,-87.700117,41.932094,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
73,2007-06-05,CULEX PIPIENS/RESTUANS,T149,-87.667736,41.994469,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
74,2007-06-05,CULEX RESTUANS,T150,-87.675919,42.006858,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
75,2007-06-05,CULEX PIPIENS/RESTUANS,T151,-87.800515,41.916265,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
76,2007-06-05,CULEX RESTUANS,T151,-87.800515,41.916265,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
77,2007-06-05,CULEX RESTUANS,T152,-87.716277,41.846075,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
78,2007-06-05,CULEX RESTUANS,T154,-87.752329,41.918705,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
79,2007-06-05,CULEX PIPIENS/RESTUANS,T158,-87.707973,41.682587,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
80,2007-06-05,CULEX RESTUANS,T158,-87.707973,41.682587,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
81,2007-06-05,CULEX PIPIENS/RESTUANS,T162,-87.61425799999998,41.725517,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
82,2007-06-05,CULEX PIPIENS/RESTUANS,T218,-87.730698,41.948167,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
83,2007-06-05,CULEX RESTUANS,T218,-87.730698,41.948167,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
84,2007-06-05,CULEX RESTUANS,T220,-87.69181,41.963976,1,81.5,64.0,73.1,8.1,60.0,64.8,0.1,8.1,419.3,1919.6,"['HZ', 'TSRA', 'VCTS', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.2,29.8,7.0,20.9,8.2
85,2007-06-26,CULEX PIPIENS/RESTUANS,T002,-87.800991,41.95469,2,78.6,63.3,71.2,0.6,56.3,62.7,0.0,6.2,416.6,1930.6,"['RA', 'HZ', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,6.5,14.1,8.6
86,2007-06-26,CULEX RESTUANS,T002,-87.800991,41.95469,2,78.6,63.3,71.2,0.6,56.3,62.7,0.0,6.2,416.6,1930.6,"['RA', 'HZ', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,6.5,14.1,8.6
87,2007-06-26,CULEX SALINARIUS,T002,-87.800991,41.95469,2,78.6,63.3,71.2,0.6,56.3,62.7,0.0,6.2,416.6,1930.6,"['RA', 'HZ', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,6.5,14.1,8.6
88,2007-06-26,CULEX PIPIENS/RESTUANS,T007,-87.769279,41.994991,2,78.6,63.3,71.2,0.6,56.3,62.7,0.0,6.2,416.6,1930.6,"['RA', 'HZ', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,6.5,14.1,8.6
89,2007-06-26,CULEX RESTUANS,T007,-87.769279,41.994991,2,78.6,63.3,71.2,0.6,56.3,62.7,0.0,6.2,416.6,1930.6,"['RA', 'HZ', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,6.5,14.1,8.6
90,2007-06-26,CULEX RESTUANS,T015,-87.824812,41.974089,2,78.6,63.3,71.2,0.6,56.3,62.7,0.0,6.2,416.6,1930.6,"['RA', 'HZ', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,6.5,14.1,8.6
91,2007-06-26,CULEX PIPIENS/RESTUANS,T045,-87.666455,41.9216,2,78.6,63.3,71.2,0.6,56.3,62.7,0.0,6.2,416.6,1930.6,"['RA', 'HZ', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,6.5,14.1,8.6
92,2007-06-26,CULEX RESTUANS,T045,-87.666455,41.9216,2,78.6,63.3,71.2,0.6,56.3,62.7,0.0,6.2,416.6,1930.6,"['RA', 'HZ', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,6.5,14.1,8.6
93,2007-06-26,CULEX PIPIENS/RESTUANS,T046,-87.65449100000002,41.891118,2,78.6,63.3,71.2,0.6,56.3,62.7,0.0,6.2,416.6,1930.6,"['RA', 'HZ', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,6.5,14.1,8.6
94,2007-06-26,CULEX RESTUANS,T046,-87.65449100000002,41.891118,2,78.6,63.3,71.2,0.6,56.3,62.7,0.0,6.2,416.6,1930.6,"['RA', 'HZ', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,6.5,14.1,8.6
